chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
AAPL,2022-09-09,152.5000,call,buy,2022-09-08T16:33:12.959500Z,debit,1.00000,limit,,short_call,1.84000000,1.00000
AAPL,2022-09-09,152.5000,call,sell,2022-09-08T14:30:30.211062Z,credit,1.00000,limit,short_call,,2.88000000,1.00000
AAPL,2023-01-20,165.0000,call,buy,2022-09-02T19:59:32.058740Z,debit,1.00000,limit,,short_call,8.50000000,1.00000
NVDA,2022-10-07,170.0000,call,sell,2022-09-02T19:58:36.950684Z,credit,3.00000,limit,,long_call,0.95000000,3.00000
AAPL,2022-09-16,150.0000,put,sell,2022-09-02T19:58:17.984155Z,credit,2.00000,limit,,long_put,1.74000000,2.00000
NVDA,2022-10-07,105.0000,put,buy,2022-09-01T19:31:47.894217Z,debit,3.00000,limit,long_put,,1.18000000,3.00000
NVDA,2022-10-07,170.0000,call,buy,2022-09-01T19:30:40.579367Z,debit,3.00000,limit,long_call,,1.23000000,3.00000
NVDA,2022-09-02,145.0000,put,sell,2022-09-01T19:24:04.568220Z,credit,3.00000,limit,,long_put,6.40000000,3.00000
AAPL,2022-09-16,150.0000,put,buy,2022-08-30T19:51:38.383174Z,debit,2.00000,limit,long_put,,1.56000000,2.00000
AAPL,2022-09-16,167.5000,call,buy,2022-08-30T19:50:59.870183Z,debit,2.00000,limit,long_call,,1.02000000,2.00000
AAPL,2023-01-20,165.0000,call,sell,2022-08-30T19:49:14.474463Z,credit,1.00000,limit,short_call,,9.95000000,1.00000
AAPL,2024-06-21,145.0000,call,buy,2022-08-30T17:19:50.743316Z,debit,1.00000,limit,,short_call,38.50000000,1.00000
AAPL,2022-09-09,182.5000,call,sell,2022-08-30T17:09:38.570556Z,credit,3.00000,limit,,long_call,0.02000000,3.00000
AAPL,2022-09-16,185.0000,call,sell,2022-08-30T17:09:15.434986Z,credit,1.00000,limit,,long_call,0.05000000,1.00000
AAPL,2022-09-16,185.0000,call,sell,2022-08-30T17:09:02.427168Z,credit,1.00000,limit,,long_call,0.05000000,1.00000
AAPL,2022-09-30,172.5000,call,sell,2022-08-30T17:08:48.961497Z,credit,1.00000,limit,,long_call,1.07000000,1.00000
AAPL,2022-09-30,172.5000,call,buy,2022-08-29T19:47:29.932972Z,debit,1.00000,limit,long_call,,1.75000000,1.00000
NVDA,2022-09-02,162.5000,put,sell,2022-08-29T05:26:16.155194Z,credit,2.00000,limit,,long_put,7.00000000,2.00000
NVDA,2022-09-02,162.5000,put,buy,2022-08-24T16:04:13.538833Z,debit,2.00000,limit,long_put,,2.85000000,2.00000
CMG,2022-09-16,1850.0000,call,sell,2022-08-24T15:45:26.767179Z,credit,2.00000,limit,,long_call,3.10000000,2.00000
NVDA,2022-08-26,172.5000,put,buy,2022-08-19T16:41:11.409781Z,debit,3.00000,limit,long_put_spread,,0.73000000,3.00000
NVDA,2022-08-26,170.0000,put,sell,2022-08-19T16:41:11.409781Z,debit,3.00000,limit,long_put_spread,,0.73000000,3.00000
NVDA,2022-08-26,210.0000,call,sell,2022-08-19T16:38:59.880696Z,credit,3.00000,limit,,long_call,0.25000000,3.00000
NVDA,2022-08-26,200.0000,call,sell,2022-08-19T16:38:27.748292Z,credit,1.00000,limit,,long_call,0.74000000,1.00000
AAPL,2022-09-16,185.0000,call,buy,2022-08-19T16:20:13.830031Z,debit,6.00000,limit,long_call,,0.73000000,6.00000
CMG,2022-09-16,1850.0000,call,buy,2022-08-17T18:33:46.764497Z,debit,1.00000,limit,long_call,,10.00000000,1.00000
CMG,2022-09-16,1850.0000,call,buy,2022-08-17T18:16:48.054474Z,debit,1.00000,limit,long_call,,11.50000000,1.00000
AAPL,2022-09-09,182.5000,call,buy,2022-08-15T19:30:05.813264Z,debit,3.00000,limit,long_call,,0.82000000,3.00000
AAPL,2022-09-09,177.5000,call,sell,2022-08-12T14:45:32.602240Z,credit,5.00000,limit,,long_call,1.75000000,5.00000
AAPL,2022-09-02,172.5000,call,sell,2022-08-12T14:45:11.872319Z,credit,4.00000,limit,,long_call,3.10000000,4.00000
AAPL,2022-09-09,177.5000,call,buy,2022-08-11T16:37:42.904673Z,debit,5.00000,limit,long_call,,1.36000000,5.00000
NVDA,2022-09-02,145.0000,put,buy,2022-08-08T19:50:11.136448Z,debit,3.00000,limit,long_put,,1.43000000,3.00000
AAPL,2022-09-02,172.5000,call,buy,2022-08-08T19:42:43.876713Z,debit,4.00000,limit,long_call,,1.51000000,4.00000
NVDA,2022-08-26,165.0000,put,sell,2022-08-08T17:23:20.562327Z,credit,2.00000,limit,,long_put,5.15000000,2.00000
NVDA,2022-08-26,165.0000,put,buy,2022-08-05T19:23:52.687926Z,debit,2.00000,limit,long_put,,2.70000000,2.00000
NVDA,2022-08-26,210.0000,call,buy,2022-08-05T19:23:02.409261Z,debit,3.00000,limit,long_call,,3.30000000,3.00000
NVDA,2022-08-26,200.0000,call,buy,2022-08-03T16:35:37.536513Z,debit,1.00000,limit,long_call,,5.60000000,1.00000
NVDA,2022-08-05,185.0000,call,buy,2022-08-02T16:57:29.242560Z,credit,1.00000,limit,,long_call_spread,3.70000000,1.00000
NVDA,2022-08-05,180.0000,call,sell,2022-08-02T16:57:29.242560Z,credit,1.00000,limit,,long_call_spread,3.70000000,1.00000
NVDA,2022-08-19,162.5000,put,sell,2022-08-01T16:58:57.501354Z,credit,1.00000,limit,,long_put,1.76000000,1.00000
AAPL,2022-08-05,160.0000,call,sell,2022-07-29T14:06:26.793865Z,credit,3.00000,limit,,long_call,4.50000000,3.00000
NVDA,2022-08-19,162.5000,put,buy,2022-07-27T19:53:55.013445Z,debit,1.00000,limit,long_put,,3.75000000,1.00000
AAPL,2022-08-05,160.0000,call,sell,2022-07-27T19:47:02.580396Z,credit,7.00000,limit,,long_call,2.36000000,7.00000
NVDA,2022-08-05,185.0000,call,buy,2022-07-27T19:44:11.496310Z,credit,2.00000,limit,,long_call_spread,2.10000000,2.00000
NVDA,2022-08-05,180.0000,call,sell,2022-07-27T19:44:11.496310Z,credit,2.00000,limit,,long_call_spread,2.10000000,2.00000
AAPL,2022-08-05,160.0000,call,buy,2022-07-22T19:39:50.555332Z,debit,10.00000,limit,long_call,,1.89000000,10.00000
NVDA,2022-08-05,185.0000,call,sell,2022-07-22T14:56:49.464754Z,debit,3.00000,limit,long_call_spread,,1.95000000,3.00000
NVDA,2022-08-05,180.0000,call,buy,2022-07-22T14:56:49.464754Z,debit,3.00000,limit,long_call_spread,,1.95000000,3.00000
AAPL,2024-06-21,145.0000,call,sell,2022-07-21T17:03:31.000061Z,credit,1.00000,limit,short_call,,36.00000000,1.00000
BEAM,2022-08-19,80.0000,call,buy,2022-07-20T16:41:54.086217Z,debit,2.00000,limit,long_call,,2.75000000,2.00000
AAPL,2022-10-21,110.0000,call,buy,2022-07-20T16:15:25.527497Z,debit,1.00000,limit,,short_call,45.05000000,1.00000
AAPL,2022-10-21,115.0000,call,buy,2022-07-14T19:02:42.022006Z,credit,1.00000,limit,short_call,short_call,4.50000000,1.00000
AAPL,2022-10-21,110.0000,call,sell,2022-07-14T19:02:42.022006Z,credit,1.00000,limit,short_call,short_call,4.50000000,1.00000
AAPL,2022-10-21,120.0000,call,buy,2022-07-12T16:16:08.290700Z,credit,1.00000,limit,short_call,short_call,4.38000000,1.00000
AAPL,2022-10-21,115.0000,call,sell,2022-07-12T16:16:08.290700Z,credit,1.00000,limit,short_call,short_call,4.38000000,1.00000
AAPL,2022-07-22,129.0000,call,buy,2022-07-07T14:46:57.552420Z,credit,1.00000,limit,short_call,short_call,11.85000000,1.00000
AAPL,2022-10-21,120.0000,call,sell,2022-07-07T14:46:57.552420Z,credit,1.00000,limit,short_call,short_call,11.85000000,1.00000
AAPL,2022-07-15,129.0000,call,buy,2022-07-06T18:33:05.275804Z,credit,1.00000,limit,short_call,short_call,0.40000000,1.00000
AAPL,2022-07-22,129.0000,call,sell,2022-07-06T18:33:05.275804Z,credit,1.00000,limit,short_call,short_call,0.40000000,1.00000
AAPL,2022-07-15,130.0000,call,buy,2022-07-05T17:42:06.254081Z,credit,1.00000,limit,short_call,short_call,0.90000000,1.00000
AAPL,2022-07-15,129.0000,call,sell,2022-07-05T17:42:06.254081Z,credit,1.00000,limit,short_call,short_call,0.90000000,1.00000
NVDA,2022-07-22,135.0000,put,buy,2022-07-01T19:58:15.795025Z,debit,2.00000,limit,long_put_spread,,1.32000000,2.00000
NVDA,2022-07-22,130.0000,put,sell,2022-07-01T19:58:15.795025Z,debit,2.00000,limit,long_put_spread,,1.32000000,2.00000
AAPL,2022-07-15,131.0000,call,buy,2022-07-01T19:55:27.386484Z,credit,1.00000,limit,short_call,short_call,0.80000000,1.00000
AAPL,2022-07-15,130.0000,call,sell,2022-07-01T19:55:27.386484Z,credit,1.00000,limit,short_call,short_call,0.80000000,1.00000
AAPL,2022-07-15,136.0000,call,buy,2022-06-30T15:51:40.209566Z,credit,1.00000,limit,short_call,short_call,3.40000000,1.00000
AAPL,2022-07-15,131.0000,call,sell,2022-06-30T15:51:40.209566Z,credit,1.00000,limit,short_call,short_call,3.40000000,1.00000
AAPL,2022-07-08,135.0000,call,buy,2022-06-29T15:49:25.895184Z,credit,1.00000,limit,short_call,short_call,0.28000000,1.00000
AAPL,2022-07-15,136.0000,call,sell,2022-06-29T15:49:25.895184Z,credit,1.00000,limit,short_call,short_call,0.28000000,1.00000
NVDA,2022-07-22,145.0000,put,sell,2022-06-28T19:54:25.316116Z,debit,1.00000,limit,long_put_spread,,1.42000000,1.00000
NVDA,2022-07-22,150.0000,put,buy,2022-06-28T19:54:25.316116Z,debit,1.00000,limit,long_put_spread,,1.42000000,1.00000
AAPL,2022-07-01,140.0000,call,buy,2022-06-28T19:51:51.373486Z,credit,1.00000,limit,short_call,short_call,3.68000000,1.00000
AAPL,2022-07-08,135.0000,call,sell,2022-06-28T19:51:51.373486Z,credit,1.00000,limit,short_call,short_call,3.68000000,1.00000
AAPL,2022-07-01,140.0000,call,sell,2022-06-28T15:06:50.578298Z,credit,1.00000,limit,short_call,,2.47000000,1.00000
AAPL,2022-06-24,132.0000,call,buy,2022-06-17T17:28:07.206527Z,debit,1.00000,limit,,short_call,3.05000000,1.00000
AAPL,2022-06-24,133.0000,call,buy,2022-06-15T19:52:18.990853Z,credit,1.00000,limit,short_call,short_call,0.65000000,1.00000
AAPL,2022-06-24,132.0000,call,sell,2022-06-15T19:52:18.990853Z,credit,1.00000,limit,short_call,short_call,0.65000000,1.00000
TSLA,2022-06-17,715.0000,call,buy,2022-06-15T19:44:53.750459Z,credit,2.00000,limit,,long_call_spread,2.05000000,2.00000
TSLA,2022-06-17,710.0000,call,sell,2022-06-15T19:44:53.750459Z,credit,2.00000,limit,,long_call_spread,2.05000000,2.00000
AAPL,2022-06-17,140.0000,call,buy,2022-06-13T18:57:00.468025Z,credit,1.00000,limit,short_call,short_call,3.51000000,1.00000
AAPL,2022-06-24,133.0000,call,sell,2022-06-13T18:57:00.468025Z,credit,1.00000,limit,short_call,short_call,3.51000000,1.00000
TSLA,2022-06-17,710.0000,call,buy,2022-06-13T18:01:24.329092Z,debit,2.00000,limit,long_call_spread,,1.05000000,2.00000
TSLA,2022-06-17,715.0000,call,sell,2022-06-13T18:01:24.329092Z,debit,2.00000,limit,long_call_spread,,1.05000000,2.00000
TSLA,2022-06-10,700.0000,call,buy,2022-06-10T14:19:26.727949Z,debit,1.00000,limit,,short_call_spread,1.50000000,1.00000
TSLA,2022-06-10,705.0000,call,sell,2022-06-10T14:19:26.727949Z,debit,1.00000,limit,,short_call_spread,1.50000000,1.00000
NVDA,2022-06-10,177.5000,call,sell,2022-06-10T14:18:43.318464Z,debit,2.00000,limit,,short_call_spread,1.00000000,2.00000
NVDA,2022-06-10,172.5000,call,buy,2022-06-10T14:18:43.318464Z,debit,2.00000,limit,,short_call_spread,1.00000000,2.00000
CVX,2022-07-22,185.0000,call,buy,2022-06-08T15:56:17.886750Z,debit,2.00000,limit,long_call_spread,,2.00000000,2.00000
CVX,2022-07-22,190.0000,call,sell,2022-06-08T15:56:17.886750Z,debit,2.00000,limit,long_call_spread,,2.00000000,2.00000
AMZN,2022-06-24,132.5000,call,buy,2022-06-06T14:58:56.235667Z,debit,2.00000,limit,long_call_spread,,1.49000000,2.00000
AMZN,2022-06-24,137.5000,call,sell,2022-06-06T14:58:56.235667Z,debit,2.00000,limit,long_call_spread,,1.49000000,2.00000
AMZN,2022-06-03,2530.0000,call,sell,2022-06-02T19:10:01.039517Z,credit,2.00000,limit,,long_call_spread,3.20000000,2.00000
AMZN,2022-06-03,2540.0000,call,buy,2022-06-02T19:10:01.039517Z,credit,2.00000,limit,,long_call_spread,3.20000000,2.00000
GOOG,2022-07-01,2445.0000,call,buy,2022-05-31T19:51:39.658123Z,debit,2.00000,limit,long_call_spread,,1.40000000,2.00000
GOOG,2022-07-01,2450.0000,call,sell,2022-05-31T19:51:39.658123Z,debit,2.00000,limit,long_call_spread,,1.40000000,2.00000
AMZN,2022-06-03,2530.0000,call,buy,2022-05-31T18:39:21.088556Z,debit,2.00000,limit,long_call_spread,,1.85000000,2.00000
AMZN,2022-06-03,2540.0000,call,sell,2022-05-31T18:39:21.088556Z,debit,2.00000,limit,long_call_spread,,1.85000000,2.00000
AAPL,2022-06-17,160.0000,call,buy,2022-05-27T19:58:38.908853Z,credit,2.00000,limit,,long_call_spread,1.26000000,2.00000
AAPL,2022-06-17,155.0000,call,sell,2022-05-27T19:58:38.908853Z,credit,2.00000,limit,,long_call_spread,1.26000000,2.00000
AAPL,2022-06-17,142.0000,call,buy,2022-05-27T19:10:29.776823Z,credit,1.00000,limit,short_call,short_call,1.58000000,1.00000
AAPL,2022-06-17,140.0000,call,sell,2022-05-27T19:10:29.776823Z,credit,1.00000,limit,short_call,short_call,1.58000000,1.00000
AAPL,2022-06-17,145.0000,call,buy,2022-05-27T15:03:27.555696Z,credit,1.00000,limit,short_call,short_call,2.03000000,1.00000
AAPL,2022-06-17,142.0000,call,sell,2022-05-27T15:03:27.555696Z,credit,1.00000,limit,short_call,short_call,2.03000000,1.00000
NVDA,2022-06-10,177.5000,call,buy,2022-05-26T20:01:15.698838Z,credit,2.00000,limit,short_call_spread,,3.05000000,2.00000
NVDA,2022-06-10,172.5000,call,sell,2022-05-26T20:01:15.698838Z,credit,2.00000,limit,short_call_spread,,3.05000000,2.00000
TSLA,2022-06-10,700.0000,call,sell,2022-05-26T19:59:00.395145Z,credit,1.00000,limit,short_call_spread,,2.73000000,1.00000
TSLA,2022-06-10,705.0000,call,buy,2022-05-26T19:59:00.395145Z,credit,1.00000,limit,short_call_spread,,2.73000000,1.00000
NVDA,2022-06-10,167.5000,call,sell,2022-05-26T19:44:13.547171Z,credit,1.00000,limit,,long_call_spread,3.43000000,1.00000
NVDA,2022-06-10,172.5000,call,buy,2022-05-26T19:44:13.547171Z,credit,1.00000,limit,,long_call_spread,3.43000000,1.00000
AAPL,2022-06-17,144.0000,call,buy,2022-05-26T19:43:43.078315Z,credit,2.00000,limit,,long_call_spread,1.80000000,2.00000
AAPL,2022-06-17,141.0000,call,sell,2022-05-26T19:43:43.078315Z,credit,2.00000,limit,,long_call_spread,1.80000000,2.00000
AAPL,2022-06-24,150.0000,call,buy,2022-05-26T18:21:27.044324Z,credit,1.00000,limit,short_call,short_call,1.57000000,1.00000
AAPL,2022-06-17,145.0000,call,sell,2022-05-26T18:21:27.044324Z,credit,1.00000,limit,short_call,short_call,1.57000000,1.00000
AAPL,2022-06-03,145.0000,call,buy,2022-05-25T19:39:30.273965Z,credit,1.00000,limit,short_call,short_call,0.63000000,1.00000
AAPL,2022-06-24,150.0000,call,sell,2022-05-25T19:39:30.273965Z,credit,1.00000,limit,short_call,short_call,0.63000000,1.00000
NVDA,2022-06-10,167.5000,call,buy,2022-05-25T18:19:08.666048Z,debit,1.00000,limit,long_call_spread,,2.45000000,1.00000
NVDA,2022-06-10,172.5000,call,sell,2022-05-25T18:19:08.666048Z,debit,1.00000,limit,long_call_spread,,2.45000000,1.00000
AAPL,2022-06-17,144.0000,call,sell,2022-05-24T17:39:51.971562Z,debit,2.00000,limit,long_call_spread,,1.33000000,2.00000
AAPL,2022-06-17,141.0000,call,buy,2022-05-24T17:39:51.971562Z,debit,2.00000,limit,long_call_spread,,1.33000000,2.00000
AAPL,2022-05-27,140.0000,call,buy,2022-05-23T16:13:04.677513Z,debit,1.00000,limit,short_call,short_call,1.83000000,1.00000
AAPL,2022-06-03,145.0000,call,sell,2022-05-23T16:13:04.677513Z,debit,1.00000,limit,short_call,short_call,1.83000000,1.00000
AAPL,2022-05-27,145.0000,call,buy,2022-05-19T19:39:02.293981Z,credit,1.00000,limit,short_call,short_call,1.39000000,1.00000
AAPL,2022-05-27,140.0000,call,sell,2022-05-19T19:39:02.293981Z,credit,1.00000,limit,short_call,short_call,1.39000000,1.00000
AAPL,2022-06-03,145.0000,put,buy,2022-05-19T18:49:46.221178Z,credit,2.00000,limit,,long_put_spread,2.45000000,2.00000
AAPL,2022-06-03,148.0000,put,sell,2022-05-19T18:49:46.221178Z,credit,2.00000,limit,,long_put_spread,2.45000000,2.00000
AAPL,2022-06-03,150.0000,call,buy,2022-05-18T20:00:23.273615Z,credit,1.00000,limit,short_call,short_call,0.70000000,1.00000
AAPL,2022-05-27,145.0000,call,sell,2022-05-18T20:00:23.273615Z,credit,1.00000,limit,short_call,short_call,0.70000000,1.00000
AAPL,2022-06-17,160.0000,call,sell,2022-05-18T16:49:52.012117Z,debit,2.00000,limit,long_call_spread,,0.80000000,2.00000
AAPL,2022-06-17,155.0000,call,buy,2022-05-18T16:49:52.012117Z,debit,2.00000,limit,long_call_spread,,0.80000000,2.00000
AAPL,2022-06-03,148.0000,put,buy,2022-05-17T16:55:56.167941Z,debit,2.00000,limit,long_put_spread,,1.15000000,2.00000
AAPL,2022-06-03,145.0000,put,sell,2022-05-17T16:55:56.167941Z,debit,2.00000,limit,long_put_spread,,1.15000000,2.00000
AAPL,2022-05-20,146.0000,call,buy,2022-05-13T15:17:44.804426Z,debit,1.00000,limit,short_call,short_call,0.15000000,1.00000
AAPL,2022-06-03,150.0000,call,sell,2022-05-13T15:17:44.804426Z,debit,1.00000,limit,short_call,short_call,0.15000000,1.00000
AAPL,2022-05-27,160.0000,call,buy,2022-05-12T17:53:58.813165Z,credit,1.00000,limit,short_call,short_call,1.53000000,1.00000
AAPL,2022-05-20,146.0000,call,sell,2022-05-12T17:53:58.813165Z,credit,1.00000,limit,short_call,short_call,1.53000000,1.00000
AAPL,2022-05-27,165.0000,call,buy,2022-05-11T19:22:28.677236Z,debit,5.00000,limit,long_call_spread,,0.21000000,5.00000
AAPL,2022-05-27,170.0000,call,sell,2022-05-11T19:22:28.677236Z,debit,5.00000,limit,long_call_spread,,0.21000000,5.00000
AAPL,2022-06-03,140.0000,put,buy,2022-05-11T18:30:39.037260Z,credit,2.00000,limit,,long_put_spread,1.68000000,2.00000
AAPL,2022-06-03,145.0000,put,sell,2022-05-11T18:30:39.037260Z,credit,2.00000,limit,,long_put_spread,1.68000000,2.00000
AAPL,2022-06-03,140.0000,put,sell,2022-05-10T18:17:05.519516Z,debit,2.00000,limit,long_put_spread,,0.90000000,2.00000
AAPL,2022-06-03,145.0000,put,buy,2022-05-10T18:17:05.519516Z,debit,2.00000,limit,long_put_spread,,0.90000000,2.00000
AAPL,2022-05-20,172.5000,call,buy,2022-05-10T14:38:57.187653Z,credit,1.00000,limit,short_call,short_call,2.88000000,1.00000
AAPL,2022-05-27,160.0000,call,sell,2022-05-10T14:38:57.187653Z,credit,1.00000,limit,short_call,short_call,2.88000000,1.00000
AAPL,2022-05-20,172.5000,call,sell,2022-05-04T19:32:18.106318Z,credit,1.00000,limit,short_call,,1.21000000,1.00000
AAPL,2022-05-06,165.0000,call,buy,2022-05-04T18:32:03.804997Z,debit,1.00000,limit,,short_call,0.65000000,1.00000
AAPL,2022-05-06,165.0000,call,sell,2022-05-03T14:36:32.865293Z,credit,1.00000,limit,short_call,,0.45000000,1.00000
HAL,2022-07-15,28.0000,put,sell,2022-04-18T17:31:57.486148Z,credit,1.00000,limit,,long_put,0.32000000,1.00000
AAPL,2022-06-17,190.0000,call,sell,2022-04-18T17:31:14.777474Z,debit,3.00000,limit,long_call_spread,,0.54000000,3.00000
AAPL,2022-06-17,185.0000,call,buy,2022-04-18T17:31:14.777474Z,debit,3.00000,limit,long_call_spread,,0.54000000,3.00000
AAPL,2022-06-17,145.0000,put,buy,2022-04-14T19:54:51.669540Z,credit,3.00000,limit,,long_put_spread,0.89000000,3.00000
AAPL,2022-06-17,150.0000,put,sell,2022-04-14T19:54:51.669540Z,credit,3.00000,limit,,long_put_spread,0.89000000,3.00000
AAPL,2022-06-17,145.0000,put,sell,2022-04-06T14:33:46.574412Z,debit,3.00000,limit,long_put_spread,,0.73000000,3.00000
AAPL,2022-06-17,150.0000,put,buy,2022-04-06T14:33:46.574412Z,debit,3.00000,limit,long_put_spread,,0.73000000,3.00000
AAPL,2022-09-16,165.0000,call,sell,2022-04-04T15:13:02.864859Z,credit,3.00000,limit,,long_call_spread,3.25000000,3.00000
AAPL,2022-09-16,170.0000,call,buy,2022-04-04T15:13:02.864859Z,credit,3.00000,limit,,long_call_spread,3.25000000,3.00000
TLRY,2022-05-20,12.0000,call,buy,2022-03-28T03:07:34.766382Z,debit,1.00000,limit,long_call,,1.00000000,1.00000
USL,2022-04-14,32.0000,put,buy,2022-03-21T17:26:43.675751Z,debit,2.00000,limit,long_put,,0.45000000,2.00000
WTI,2023-01-20,4.0000,put,sell,2022-03-21T14:38:18.341262Z,credit,2.00000,limit,,long_put,0.95000000,2.00000
BABA,2022-03-25,90.0000,put,buy,2022-03-17T15:37:34.786266Z,debit,2.00000,limit,long_put_spread,,0.95000000,2.00000
BABA,2022-03-25,86.0000,put,sell,2022-03-17T15:37:34.786266Z,debit,2.00000,limit,long_put_spread,,0.95000000,2.00000
HAL,2022-05-20,43.0000,call,sell,2022-03-15T22:41:24.184306Z,credit,1.00000,limit,,long_call,0.88000000,1.00000
WTI,2022-07-15,8.0000,call,sell,2022-03-15T22:41:11.156197Z,credit,5.00000,limit,,long_call,0.15000000,5.00000
AAPL,2022-04-14,135.0000,put,buy,2022-03-15T19:48:05.065620Z,debit,2.00000,limit,long_put_spread,,0.45000000,2.00000
AAPL,2022-04-14,130.0000,put,sell,2022-03-15T19:48:05.065620Z,debit,2.00000,limit,long_put_spread,,0.45000000,2.00000
AAPL,2022-09-16,165.0000,call,buy,2022-03-14T20:12:55.325168Z,debit,3.00000,limit,long_call_spread,,1.73000000,3.00000
AAPL,2022-09-16,170.0000,call,sell,2022-03-14T20:12:55.325168Z,debit,3.00000,limit,long_call_spread,,1.73000000,3.00000
PANW,2022-04-08,580.0000,call,sell,2022-03-14T15:52:00.125414Z,debit,1.00000,limit,,short_call_spread,1.00000000,1.00000
PANW,2022-04-08,575.0000,call,buy,2022-03-14T15:52:00.125414Z,debit,1.00000,limit,,short_call_spread,1.00000000,1.00000
HAL,2022-07-15,28.0000,put,buy,2022-03-08T18:09:36.870081Z,debit,1.00000,limit,long_put,,1.37000000,1.00000
HAL,2022-05-20,43.0000,call,buy,2022-03-08T18:09:22.115392Z,debit,1.00000,limit,long_call,,1.78000000,1.00000
WTI,2022-07-15,8.0000,call,buy,2022-03-04T20:25:29.093953Z,debit,5.00000,limit,long_call,,0.55000000,5.00000
WTI,2023-01-20,4.0000,put,buy,2022-03-04T19:37:37.949031Z,debit,2.00000,limit,long_put,,0.70000000,2.00000
PANW,2022-04-08,580.0000,call,sell,2022-03-04T19:34:27.480082Z,debit,1.00000,limit,,short_call_spread,2.15000000,1.00000
PANW,2022-04-08,575.0000,call,buy,2022-03-04T19:34:27.480082Z,debit,1.00000,limit,,short_call_spread,2.15000000,1.00000
PANW,2022-04-08,575.0000,call,sell,2022-03-01T18:49:44.988334Z,credit,2.00000,limit,short_call_spread,,2.75000000,2.00000
PANW,2022-04-08,580.0000,call,buy,2022-03-01T18:49:44.988334Z,credit,2.00000,limit,short_call_spread,,2.75000000,2.00000
ETSY,2022-03-18,90.0000,put,sell,2022-02-21T15:37:41.496921Z,credit,2.00000,limit,,long_put_spread,0.65000000,2.00000
ETSY,2022-03-18,85.0000,put,buy,2022-02-21T15:37:41.496921Z,credit,2.00000,limit,,long_put_spread,0.65000000,2.00000
SBUX,2022-02-18,98.0000,call,buy,2022-02-16T15:37:24.393050Z,debit,1.00000,limit,,short_call,0.05000000,1.00000
ASAN,2022-05-20,92.5000,call,buy,2022-02-15T20:53:44.762298Z,debit,3.00000,limit,long_call_spread,,0.60000000,3.00000
ASAN,2022-05-20,95.0000,call,sell,2022-02-15T20:53:44.762298Z,debit,3.00000,limit,long_call_spread,,0.60000000,3.00000
ASAN,2022-05-20,80.0000,call,sell,2022-02-15T20:52:33.753885Z,credit,4.00000,limit,,long_call_spread,1.60000000,4.00000
ASAN,2022-05-20,85.0000,call,buy,2022-02-15T20:52:33.753885Z,credit,4.00000,limit,,long_call_spread,1.60000000,4.00000
CFLT,2022-02-18,120.0000,call,sell,2022-02-10T20:53:15.123575Z,credit,3.00000,limit,,long_call,0.30000000,3.00000
ASAN,2022-05-20,85.0000,call,sell,2022-02-10T19:19:24.174316Z,debit,4.00000,limit,long_call_spread,,1.20000000,4.00000
ASAN,2022-05-20,80.0000,call,buy,2022-02-10T19:19:24.174316Z,debit,4.00000,limit,long_call_spread,,1.20000000,4.00000
SBUX,2022-02-18,98.0000,call,sell,2022-02-10T17:54:59.468151Z,credit,1.00000,limit,short_call,,0.67000000,1.00000
SBUX,2022-02-11,98.0000,call,buy,2022-02-10T16:44:27.487239Z,debit,1.00000,limit,,short_call,0.12000000,1.00000
AMD,2022-04-14,135.0000,call,buy,2022-02-10T16:35:46.293769Z,debit,2.00000,limit,long_call_spread,,1.80000000,2.00000
AMD,2022-04-14,140.0000,call,sell,2022-02-10T16:35:46.293769Z,debit,2.00000,limit,long_call_spread,,1.80000000,2.00000
SBUX,2022-02-11,98.0000,call,sell,2022-02-07T17:49:48.815474Z,credit,1.00000,limit,short_call,,0.36000000,1.00000
SBUX,2022-02-04,100.0000,call,buy,2022-02-03T15:42:22.485787Z,debit,1.00000,limit,,short_call,0.07000000,1.00000
SBUX,2022-02-04,100.0000,call,sell,2022-02-02T20:56:34.066968Z,credit,1.00000,limit,short_call,,0.34000000,1.00000
SBUX,2022-02-04,102.0000,call,buy,2022-02-02T20:54:58.539796Z,debit,1.00000,limit,,short_call,0.11000000,1.00000
AMD,2022-04-14,290.0000,call,sell,2022-02-02T20:53:01.788556Z,credit,4.00000,limit,,long_call,0.05000000,4.00000
SBUX,2022-02-04,102.0000,call,sell,2022-01-31T17:55:35.044239Z,credit,1.00000,limit,short_call,,0.73000000,1.00000
ETSY,2022-03-18,90.0000,put,buy,2022-01-25T20:52:35.824486Z,debit,2.00000,limit,long_put_spread,,0.47000000,2.00000
ETSY,2022-03-18,85.0000,put,sell,2022-01-25T20:52:35.824486Z,debit,2.00000,limit,long_put_spread,,0.47000000,2.00000
CFLT,2022-04-14,30.0000,put,sell,2022-01-25T17:26:28.487932Z,credit,1.00000,limit,,long_put,0.80000000,1.00000
SBUX,2022-01-28,101.0000,call,sell,2022-01-21T16:26:21.887699Z,credit,1.00000,limit,short_call,,0.68000000,1.00000
SBUX,2022-01-21,100.0000,call,buy,2022-01-21T16:25:41.074642Z,debit,1.00000,limit,,short_call,0.09000000,1.00000
CFLT,2022-04-14,30.0000,put,buy,2022-01-20T20:40:15.186920Z,debit,1.00000,limit,long_put,,0.65000000,1.00000
